trip_date,payment_type,company,total_trips,total_revenue,total_tips,total_fare
2026-01-17,Mobile,Patriot Taxi Dba Peace Taxi Associat,1,12.60,2.10,9.00
2026-01-17,Mobile,Star North Taxi Management Llc,1,9.00,0.00,8.50
2026-01-17,Mobile,Sun Taxi,791,10629.61,662.80,9447.81
2026-01-17,Mobile,Tac - American United Dispatch,15,215.61,43.34,164.77
2026-01-17,Mobile,Tac - Blue Diamond Dispatch,1,51.47,9.33,41.64
2026-01-17,Mobile,Tac - Checker Cab Dispatch,26,424.76,75.75,336.01
2026-01-17,Mobile,Tac - Yellow Cab Association,200,3387.15,581.52,2705.63
2026-01-17,Mobile,Tac - Yellow Non Color,6,80.82,12.40,65.42
2026-01-17,Mobile,Taxicab Insurance Agency Llc,1061,14709.36,954.44,13034.67
2026-01-17,Mobile,Top Cab,16,215.61,8.65,194.96
2026-01-17,Mobile,Wolley Taxi,50,790.18,57.78,691.40
2026-01-17,No Charge,Chicago Independents,1,43.25,0.00,3.25
2026-01-17,No Charge,Transit Administrative Center Inc,29,474.00,0.00,410.50
2026-01-17,Prcard,5 Star Taxi,98,2736.85,24.60,2708.25
2026-01-17,Prcard,Blue Ribbon Taxi Association,49,1476.75,0.00,1474.25
2026-01-17,Prcard,Chicago Independents,50,1001.00,0.00,996.00
2026-01-17,Prcard,Choice Taxi Association Inc,3,66.00,0.00,66.00
2026-01-17,Prcard,City Service,50,1412.06,0.06,1412.00
2026-01-17,Prcard,Flash Cab,637,15215.46,76.96,15098.50
2026-01-17,Prcard,Globe Taxi,13,375.00,0.00,375.00
2026-01-17,Prcard,Koam Taxi Association,1,19.25,0.00,19.25
2026-01-17,Prcard,Medallion Leasin,1,73.50,0.00,73.50
2026-01-17,Prcard,Sun Taxi,39,845.00,0.00,842.50
2026-01-17,Prcard,Taxicab Insurance Agency Llc,86,1767.69,8.19,1756.00
2026-01-17,Prcard,Wolley Taxi,2,44.00,0.00,43.00
2026-01-17,Unknown,5167 - 71969 5167 Taxi Inc,1,12.75,0.00,12.75
2026-01-17,Unknown,Chicago City Taxi Association,3,93.50,0.00,93.50
2026-01-17,Unknown,Choice Taxi Association Inc,6,135.25,0.00,130.25
2026-01-17,Unknown,Taxicab Insurance Agency  LLC,5,87.50,0.00,83.50
2026-01-17,Unknown,Transit Administrative Center Inc,289,7042.50,0.00,7013.00
2026-01-18,Cash,2733 - 74600 Benny Jona,1,34.50,0.00,30.50
2026-01-18,Cash,312 Medallion Management Corp,2,53.00,0.00,49.00
2026-01-18,Cash,4053 - 40193 Adwar H. Nikola,1,17.25,0.00,13.25
2026-01-18,Cash,5 Star Taxi,126,3165.39,0.00,2719.40
2026-01-18,Cash,5167 - 71969 5167 Taxi Inc,3,103.50,0.00,95.50
2026-01-18,Cash,Blue Ribbon Taxi Association,71,1275.50,0.00,1121.50
2026-01-18,Cash,Chicago City Taxi Association,29,389.75,0.00,347.75
2026-01-18,Cash,Chicago Independents,90,2474.75,0.00,2109.25
2026-01-18,Cash,Chicago Taxicab,8,160.25,0.00,146.75
2026-01-18,Cash,Choice Taxi Association Inc,38,664.25,0.00,581.50
2026-01-18,Cash,City Service,162,3461.27,0.00,2999.75
2026-01-18,Cash,Flash Cab,671,20398.18,0.00,20034.18
2026-01-18,Cash,Globe Taxi,69,1313.70,0.00,1227.75
2026-01-18,Cash,Koam Taxi Association,2,38.50,0.00,32.50
2026-01-18,Cash,Medallion Leasin,38,650.25,0.00,584.25
2026-01-18,Cash,Patriot Taxi Dba Peace Taxi Associat,1,29.75,0.00,25.75
2026-01-18,Cash,Setare Inc,2,11.25,0.00,9.75
2026-01-18,Cash,Star North Taxi Management Llc,1,8.00,0.00,8.00
2026-01-18,Cash,Sun Taxi,191,4678.05,0.00,4033.30
2026-01-18,Cash,Tac - American United Dispatch,8,3772.50,0.00,3772.50
2026-01-18,Cash,Tac - Blue Diamond Dispatch,2,26.50,0.00,26.50
2026-01-18,Cash,Tac - Checker Cab Dispatch,11,82.75,0.00,82.75
2026-01-18,Cash,Tac - Yellow Cab Association,128,6955.11,0.00,6942.11
2026-01-18,Cash,Tac - Yellow Non Color,6,66.00,0.00,66.00
2026-01-18,Cash,Taxicab Insurance Agency  LLC,36,633.00,0.00,580.00
2026-01-18,Cash,Taxicab Insurance Agency Llc,203,4999.36,0.00,4461.50
2026-01-18,Cash,Top Cab,11,468.00,0.00,403.25
2026-01-18,Cash,Transit Administrative Center Inc,449,8573.55,0.00,7751.75
2026-01-18,Cash,Wolley Taxi,18,477.11,0.00,368.00
2026-01-18,Credit Card,2733 - 74600 Benny Jona,2,98.55,18.05,70.00
2026-01-18,Credit Card,312 Medallion Management Corp,8,227.30,47.80,167.50
2026-01-18,Credit Card,4053 - 40193 Adwar H. Nikola,3,131.35,23.10,92.25
2026-01-18,Credit Card,5 Star Taxi,222,11528.28,1658.73,8510.25
2026-01-18,Credit Card,Blue Ribbon Taxi Association,91,3186.67,457.92,2258.25
2026-01-18,Credit Card,Chicago City Taxi Association,42,1436.65,260.15,1009.00
2026-01-18,Credit Card,Chicago Independents,208,10398.41,1539.39,7563.92
2026-01-18,Credit Card,Chicago Taxicab,9,382.41,58.91,277.50
2026-01-18,Credit Card,Choice Taxi Association Inc,73,3245.60,427.14,2385.34
2026-01-18,Credit Card,City Service,336,14373.37,2270.89,10201.25
2026-01-18,Credit Card,Flash Cab,424,15961.00,2252.50,11898.00
2026-01-18,Credit Card,Globe Taxi,127,5419.42,766.17,3609.19
2026-01-18,Credit Card,Koam Taxi Association,6,145.15,26.40,104.75
2026-01-18,Credit Card,Medallion Leasin,69,2116.82,314.57,1426.00
2026-01-18,Credit Card,Patriot Taxi Dba Peace Taxi Associat,3,116.64,18.39,84.75
2026-01-18,Credit Card,Setare Inc,5,194.03,32.78,136.25
2026-01-18,Credit Card,Star North Taxi Management Llc,3,107.54,20.54,77.00
2026-01-18,Credit Card,Sun Taxi,399,18903.72,2793.15,13159.34
2026-01-18,Credit Card,Tac - Yellow Cab Association,1,10.75,2.00,6.25
2026-01-18,Credit Card,Taxicab Insurance Agency  LLC,51,2503.34,329.59,1775.00
2026-01-18,Credit Card,Taxicab Insurance Agency Llc,521,24261.57,3587.57,17390.50
2026-01-18,Credit Card,Top Cab,6,246.61,38.36,185.00
2026-01-18,Credit Card,Transit Administrative Center Inc,977,29310.67,3964.18,22556.49
2026-01-18,Credit Card,U Taxicab,2,100.40,16.90,53.50
2026-01-18,Credit Card,Wolley Taxi,32,1701.37,223.37,1042.00
2026-01-18,Dispute,Taxicab Insurance Agency  LLC,1,4.75,0.00,3.75
2026-01-18,Dispute,Transit Administrative Center Inc,3,556.75,0.00,556.75
2026-01-18,Mobile,5 Star Taxi,331,5214.06,421.16,4493.40
2026-01-18,Mobile,Blue Ribbon Taxi Association,370,5301.72,352.93,4690.29
2026-01-18,Mobile,Chicago Independents,723,10065.59,502.67,9033.42
2026-01-18,Mobile,Chicago Taxicab,40,431.03,10.91,395.12
2026-01-18,Mobile,Choice Taxi Association Inc,108,1405.74,50.25,1264.49
2026-01-18,Mobile,City Service,871,11923.51,678.55,10589.46
2026-01-18,Mobile,Flash Cab,1164,15906.54,1010.34,14186.20
2026-01-18,Mobile,Globe Taxi,266,3893.44,281.39,3424.55
2026-01-18,Mobile,Koam Taxi Association,16,243.91,3.09,232.82
2026-01-18,Mobile,Medallion Leasin,215,2981.25,216.34,2612.41
2026-01-18,Mobile,Setare Inc,2,104.35,13.35,79.50
2026-01-18,Mobile,Star North Taxi Management Llc,6,108.47,20.02,80.95
2026-01-18,Mobile,Sun Taxi,671,9970.87,647.06,8823.31
2026-01-18,Mobile,Tac - American United Dispatch,7,127.87,25.59,98.78
2026-01-18,Mobile,Tac - Blue Diamond Dispatch,4,130.51,9.84,118.67
2026-01-18,Mobile,Tac - Checker Cab Dispatch,33,511.48,81.00,413.98
2026-01-18,Mobile,Tac - Yellow Cab Association,177,2925.41,500.27,2336.64
2026-01-18,Mobile,Taxicab Insurance Agency Llc,924,14630.50,1248.05,12489.70
2026-01-18,Mobile,Top Cab,18,285.75,21.47,245.28
2026-01-18,Mobile,Wolley Taxi,22,410.87,45.07,340.30
2026-01-18,No Charge,Transit Administrative Center Inc,24,652.75,0.00,611.25
2026-01-18,Prcard,5 Star Taxi,57,1630.59,0.84,1629.75
2026-01-18,Prcard,Blue Ribbon Taxi Association,50,1501.45,0.70,1500.75
2026-01-18,Prcard,Chicago Independents,34,608.00,4.75,603.25
2026-01-18,Prcard,Choice Taxi Association Inc,1,31.50,0.00,31.50
2026-01-18,Prcard,City Service,49,1507.00,0.00,1499.50
2026-01-18,Prcard,Flash Cab,520,12422.84,30.59,12369.75
2026-01-18,Prcard,Globe Taxi,14,353.25,3.00,350.25
2026-01-18,Prcard,Medallion Leasin,5,114.85,3.60,110.25
2026-01-18,Prcard,Sun Taxi,35,650.00,4.00,641.00
2026-01-18,Prcard,Tac - Yellow Cab Association,1,28.50,0.00,28.50
2026-01-18,Prcard,Taxicab Insurance Agency Llc,24,499.82,0.07,499.75
2026-01-18,Prcard,Wolley Taxi,1,9.75,0.00,9.75
2026-01-18,Unknown,5167 - 71969 5167 Taxi Inc,1,10.50,0.00,10.50
2026-01-18,Unknown,Choice Taxi Association Inc,5,121.75,0.00,117.75
2026-01-18,Unknown,Taxicab Insurance Agency  LLC,3,66.25,0.00,66.25
2026-01-18,Unknown,Transit Administrative Center Inc,223,5504.25,0.00,5487.75
2026-01-19,Cash,312 Medallion Management Corp,3,123.75,0.00,83.25
2026-01-19,Cash,5 Star Taxi,133,4209.74,10.45,3585.70
2026-01-19,Cash,5167 - 71969 5167 Taxi Inc,3,124.75,0.00,93.75
2026-01-19,Cash,Blue Ribbon Taxi Association,99,1437.00,0.00,1371.00
2026-01-19,Cash,Chicago City Taxi Association,66,575.25,0.00,540.25
2026-01-19,Cash,Chicago Independents,132,4198.50,0.00,3727.00
2026-01-19,Cash,Chicago Taxicab,9,86.00,0.00,86.00
2026-01-19,Cash,Choice Taxi Association Inc,43,541.50,0.00,506.50
2026-01-19,Cash,City Service,213,4531.75,0.00,3760.25
2026-01-19,Cash,Flash Cab,712,18186.44,5.85,17778.84
2026-01-19,Cash,Globe Taxi,58,1242.50,0.00,1166.50
2026-01-19,Cash,Koam Taxi Association,5,33.00,0.00,33.00
2026-01-19,Cash,Medallion Leasin,39,601.51,0.00,513.01
2026-01-19,Cash,Patriot Taxi Dba Peace Taxi Associat,1,29.25,0.00,25.25
2026-01-19,Cash,Setare Inc,7,104.25,0.00,94.25
2026-01-19,Cash,Star North Taxi Management Llc,1,15.50,0.00,11.50
2026-01-19,Cash,Sun Taxi,195,4943.35,0.00,4127.50
2026-01-19,Cash,Tac - American United Dispatch,12,2662.72,0.00,2662.72
2026-01-19,Cash,Tac - Checker Cab Dispatch,14,152.50,0.00,152.50
2026-01-19,Cash,Tac - Yellow Cab Association,156,5980.01,0.00,5972.51
2026-01-19,Cash,Tac - Yellow Non Color,6,53.75,0.00,53.75
2026-01-19,Cash,Taxicab Insurance Agency  LLC,52,1133.00,0.00,1032.00
2026-01-19,Cash,Taxicab Insurance Agency Llc,296,6461.75,0.00,5781.50
2026-01-19,Cash,Top Cab,19,373.25,0.00,335.75
2026-01-19,Cash,Transit Administrative Center Inc,573,11601.20,0.00,10640.75
2026-01-19,Cash,U Taxicab,1,8.25,0.00,4.25
2026-01-19,Cash,Wolley Taxi,19,461.97,0.00,413.25
2026-01-19,Credit Card,2733 - 74600 Benny Jona,3,133.45,27.70,95.25
2026-01-19,Credit Card,312 Medallion Management Corp,6,262.85,34.10,179.75
2026-01-19,Credit Card,5 Star Taxi,291,15254.24,2217.09,11457.50
2026-01-19,Credit Card,Blue Ribbon Taxi Association,126,4634.52,624.02,3548.50
2026-01-19,Credit Card,Chicago City Taxi Association,61,1892.56,292.31,1335.25
2026-01-19,Credit Card,Chicago Independents,355,18284.24,2820.15,12520.31
2026-01-19,Credit Card,Chicago Taxicab,21,727.15,101.15,557.00
2026-01-19,Credit Card,Choice Taxi Association Inc,106,4511.14,747.12,3146.35
2026-01-19,Credit Card,City Service,401,18853.77,2942.80,12993.50
2026-01-19,Credit Card,Flash Cab,532,19868.93,3096.18,14355.50
2026-01-19,Credit Card,Globe Taxi,159,8739.33,1201.36,6487.75
2026-01-19,Credit Card,Koam Taxi Association,2,17.75,5.00,11.75
2026-01-19,Credit Card,Medallion Leasin,96,3849.35,613.35,2765.50
2026-01-19,Credit Card,Patriot Taxi Dba Peace Taxi Associat,3,166.60,29.85,121.25
2026-01-19,Credit Card,Setare Inc,6,234.33,35.33,178.00
2026-01-19,Credit Card,Star North Taxi Management Llc,13,635.78,105.78,442.00
2026-01-19,Credit Card,Sun Taxi,511,24815.43,3994.08,17390.05
2026-01-19,Credit Card,Tac - Yellow Cab Association,3,58.69,15.94,39.25
2026-01-19,Credit Card,Taxicab Insurance Agency  LLC,81,3036.52,519.57,2204.95
2026-01-19,Credit Card,Taxicab Insurance Agency Llc,732,35195.65,5539.52,24686.90
2026-01-19,Credit Card,Top Cab,23,799.33,123.08,546.75
2026-01-19,Credit Card,Transit Administrative Center Inc,1256,40527.89,5879.97,30809.82
2026-01-19,Credit Card,U Taxicab,2,135.50,22.75,80.75
2026-01-19,Credit Card,Wolley Taxi,40,1654.84,262.84,1101.50
2026-01-19,Dispute,Transit Administrative Center Inc,5,39.25,0.00,35.25
2026-01-19,Mobile,5 Star Taxi,340,5308.76,472.46,4482.10
2026-01-19,Mobile,Blue Ribbon Taxi Association,345,4243.43,219.68,3836.25
2026-01-19,Mobile,Chicago Independents,596,8914.03,592.65,7798.38
2026-01-19,Mobile,Chicago Taxicab,24,284.59,12.05,256.54
2026-01-19,Mobile,Choice Taxi Association Inc,93,1395.00,91.09,1248.41
2026-01-19,Mobile,City Service,864,12660.48,908.16,11013.32
2026-01-19,Mobile,Flash Cab,1550,21574.02,1366.93,19157.09
2026-01-19,Mobile,Globe Taxi,228,4229.39,397.09,3582.30
2026-01-19,Mobile,Koam Taxi Association,19,238.32,15.43,213.39
2026-01-19,Mobile,Medallion Leasin,166,2248.08,147.97,1971.61
2026-01-19,Mobile,Setare Inc,6,194.57,23.57,155.00
2026-01-19,Mobile,Sun Taxi,796,12229.56,1002.26,10488.65
2026-01-19,Mobile,Tac - American United Dispatch,5,100.58,17.42,80.66
2026-01-19,Mobile,Tac - Blue Diamond Dispatch,2,45.21,8.93,35.28
2026-01-19,Mobile,Tac - Checker Cab Dispatch,35,590.99,96.55,476.94
2026-01-19,Mobile,Tac - Yellow Cab Association,242,3992.97,665.96,3206.01
2026-01-19,Mobile,Tac - Yellow Non Color,3,43.67,8.90,33.27
2026-01-19,Mobile,Taxicab Insurance Agency Llc,1161,18564.84,1395.28,15973.06
2026-01-19,Mobile,Top Cab,25,432.65,43.93,362.22
2026-01-19,Mobile,Wolley Taxi,26,406.29,38.11,343.18
2026-01-19,No Charge,Chicago City Taxi Association,2,89.00,0.00,80.00
2026-01-19,No Charge,Transit Administrative Center Inc,47,799.45,0.00,681.95
2026-01-19,Prcard,5 Star Taxi,53,1502.20,12.95,1486.25
2026-01-19,Prcard,Blue Ribbon Taxi Association,57,1656.00,9.00,1646.00
2026-01-19,Prcard,Chicago Independents,23,431.82,0.07,431.75
2026-01-19,Prcard,Choice Taxi Association Inc,2,47.75,0.00,47.75
2026-01-19,Prcard,City Service,68,1992.57,0.07,1992.50
2026-01-19,Prcard,Flash Cab,625,14847.67,43.67,14783.50
2026-01-19,Prcard,Globe Taxi,16,431.50,0.00,431.50
2026-01-19,Prcard,Medallion Leasin,2,47.75,0.00,47.75
2026-01-19,Prcard,Sun Taxi,39,987.86,9.61,978.25
2026-01-19,Prcard,Tac - Yellow Cab Association,5,115.50,0.00,115.50
2026-01-19,Prcard,Taxicab Insurance Agency Llc,63,1162.75,0.00,1153.25
2026-01-19,Prcard,Wolley Taxi,1,24.75,0.00,24.75
2026-01-19,Unknown,3556 - 36214 RC Andrews Cab,2,27.25,0.00,27.25
2026-01-19,Unknown,5167 - 71969 5167 Taxi Inc,1,26.50,0.00,26.50
2026-01-19,Unknown,Chicago City Taxi Association,3,81.00,0.00,81.00
2026-01-19,Unknown,Choice Taxi Association Inc,3,86.25,0.00,83.25
2026-01-19,Unknown,Taxicab Insurance Agency  LLC,1,10.50,0.00,10.50
2026-01-19,Unknown,Transit Administrative Center Inc,255,6174.50,0.00,6114.50
2026-01-20,Cash,2733 - 74600 Benny Jona,1,42.50,0.00,37.50
2026-01-20,Cash,312 Medallion Management Corp,4,27.50,0.00,27.50
2026-01-20,Cash,4053 - 40193 Adwar H. Nikola,2,29.75,0.00,27.75
2026-01-20,Cash,5 Star Taxi,152,3403.58,0.00,2944.75
2026-01-20,Cash,5167 - 71969 5167 Taxi Inc,4,20.00,0.00,20.00
2026-01-20,Cash,Blue Ribbon Taxi Association,121,1798.75,0.00,1632.75
2026-01-20,Cash,Chicago City Taxi Association,65,462.00,0.00,447.00
2026-01-20,Cash,Chicago Independents,221,4379.52,0.70,3853.75
2026-01-20,Cash,Chicago Taxicab,15,260.00,0.00,238.00
2026-01-20,Cash,Choice Taxi Association Inc,82,991.00,0.00,931.75
2026-01-20,Cash,City Service,316,4436.25,0.00,3987.50
2026-01-20,Cash,Flash Cab,1347,39094.42,0.00,38463.92
2026-01-20,Cash,Globe Taxi,86,1237.00,0.00,1081.75
2026-01-20,Cash,Koam Taxi Association,5,35.50,0.00,34.50
2026-01-20,Cash,Medallion Leasin,71,1006.01,0.00,919.51
2026-01-20,Cash,Patriot Taxi Dba Peace Taxi Associat,2,85.50,0.00,77.50
2026-01-20,Cash,Setare Inc,11,128.75,0.00,124.75
2026-01-20,Cash,Sun Taxi,267,5075.22,0.00,4398.74
2026-01-20,Cash,Tac - American United Dispatch,16,4044.50,0.00,4044.50
2026-01-20,Cash,Tac - Blue Diamond Dispatch,1,8.75,0.00,8.75
2026-01-20,Cash,Tac - Checker Cab Dispatch,31,387.75,0.00,387.75
2026-01-20,Cash,Tac - Yellow Cab Association,215,15655.34,0.00,15655.34
2026-01-20,Cash,Tac - Yellow Non Color,7,92.25,0.00,92.25
2026-01-20,Cash,Taxicab Insurance Agency  LLC,74,1345.75,0.00,1287.25
2026-01-20,Cash,Taxicab Insurance Agency Llc,445,8259.62,0.00,7357.76
2026-01-20,Cash,Top Cab,29,350.80,0.00,324.50
2026-01-20,Cash,Transit Administrative Center Inc,702,11966.31,0.00,10611.25
2026-01-20,Cash,U Taxicab,10,133.50,0.00,120.50
2026-01-20,Cash,Wolley Taxi,20,355.25,0.00,335.25
2026-01-20,Credit Card,2733 - 74600 Benny Jona,3,164.40,27.65,122.75
2026-01-20,Credit Card,312 Medallion Management Corp,8,254.00,44.75,187.25
2026-01-20,Credit Card,4053 - 40193 Adwar H. Nikola,3,165.09,26.09,127.00
2026-01-20,Credit Card,5 Star Taxi,304,13609.69,2000.15,9846.87
2026-01-20,Credit Card,5167 - 71969 5167 Taxi Inc,1,50.33,4.58,41.75
2026-01-20,Credit Card,Blue Ribbon Taxi Association,126,4029.71,693.96,2841.75
2026-01-20,Credit Card,Chicago City Taxi Association,79,2300.67,395.42,1705.75
2026-01-20,Credit Card,Chicago Independents,425,17843.80,2894.11,12406.64
2026-01-20,Credit Card,Chicago Taxicab,25,832.82,141.32,578.50
2026-01-20,Credit Card,Choice Taxi Association Inc,162,5062.79,832.17,3612.75
2026-01-20,Credit Card,City Service,562,19497.04,3289.49,13716.45
2026-01-20,Credit Card,Flash Cab,572,18757.61,2902.45,13643.75
2026-01-20,Credit Card,Globe Taxi,205,8452.58,1295.63,5948.65
2026-01-20,Credit Card,Koam Taxi Association,11,237.30,41.80,177.00
2026-01-20,Credit Card,Medallion Leasin,136,4215.64,683.14,2949.00
2026-01-20,Credit Card,Patriot Taxi Dba Peace Taxi Associat,1,32.19,6.44,25.25
2026-01-20,Credit Card,Setare Inc,7,190.84,30.84,141.00
2026-01-20,Credit Card,Star North Taxi Management Llc,10,493.70,83.95,360.75
2026-01-20,Credit Card,Sun Taxi,637,25062.20,4162.51,17710.98
2026-01-20,Credit Card,Taxicab Insurance Agency  LLC,114,3085.02,552.52,2153.00
2026-01-20,Credit Card,Taxicab Insurance Agency Llc,840,32580.82,5348.27,22779.73
2026-01-20,Credit Card,Top Cab,29,1038.48,165.48,745.00
2026-01-20,Credit Card,Transit Administrative Center Inc,1278,39153.16,5855.74,29414.22
2026-01-20,Credit Card,U Taxicab,11,137.05,30.80,102.25
2026-01-20,Credit Card,Wolley Taxi,41,1200.98,152.73,875.25
2026-01-20,Dispute,Choice Taxi Association Inc,2,9.00,0.00,7.50
2026-01-20,Dispute,Transit Administrative Center Inc,3,32.75,0.00,26.75
2026-01-20,Dispute,U Taxicab,1,3.25,0.00,3.25
2026-01-20,Mobile,5 Star Taxi,310,5505.54,530.57,4603.87
2026-01-20,Mobile,Blue Ribbon Taxi Association,257,3611.51,337.01,3135.00
2026-01-20,Mobile,Chicago Independents,713,11430.09,1066.81,9753.53
2026-01-20,Mobile,Chicago Taxicab,12,253.63,29.03,178.10
2026-01-20,Mobile,Choice Taxi Association Inc,133,1897.39,126.02,1671.87
2026-01-20,Mobile,City Service,941,13984.72,1271.00,12063.72
2026-01-20,Mobile,Flash Cab,964,15257.13,1413.91,13187.22
2026-01-20,Mobile,Globe Taxi,240,3724.54,325.39,3202.65
2026-01-20,Mobile,Koam Taxi Association,12,202.13,10.38,185.75
2026-01-20,Mobile,Medallion Leasin,170,2664.02,292.61,2235.41
2026-01-20,Mobile,Patriot Taxi Dba Peace Taxi Associat,1,17.33,1.58,15.25
2026-01-20,Mobile,Setare Inc,3,112.87,18.37,79.50
2026-01-20,Mobile,Star North Taxi Management Llc,2,37.26,1.20,35.06
2026-01-20,Mobile,Sun Taxi,855,13354.49,1227.42,11499.07
2026-01-20,Mobile,Tac - American United Dispatch,14,279.10,44.99,227.11
2026-01-20,Mobile,Tac - Blue Diamond Dispatch,6,103.37,18.03,82.34
2026-01-20,Mobile,Tac - Checker Cab Dispatch,40,690.15,117.96,552.19
2026-01-20,Mobile,Tac - Yellow Cab Association,304,4805.97,807.68,3846.29
2026-01-20,Mobile,Tac - Yellow Non Color,12,141.58,18.88,116.70
2026-01-20,Mobile,Taxicab Insurance Agency Llc,1059,17806.98,1810.71,15008.26
2026-01-20,Mobile,Top Cab,12,297.02,29.82,252.20
2026-01-20,Mobile,Wolley Taxi,30,691.74,99.15,532.59
2026-01-20,No Charge,Transit Administrative Center Inc,35,625.25,0.00,551.00
2026-01-20,Prcard,5 Star Taxi,108,2774.33,28.83,2745.50
2026-01-20,Prcard,Blue Ribbon Taxi Association,69,1969.05,4.80,1964.25
2026-01-20,Prcard,Chicago Independents,51,977.64,0.14,976.50
2026-01-20,Prcard,Choice Taxi Association Inc,7,112.00,0.00,112.00
2026-01-20,Prcard,City Service,104,2513.77,4.27,2507.50
2026-01-20,Prcard,Flash Cab,773,18468.96,100.71,18332.50
2026-01-20,Prcard,Globe Taxi,24,640.90,9.15,631.75
2026-01-20,Prcard,Koam Taxi Association,1,20.25,0.00,20.25
2026-01-20,Prcard,Medallion Leasin,12,220.82,0.07,220.75
2026-01-20,Prcard,Sun Taxi,78,1432.82,5.07,1420.25
2026-01-20,Prcard,Taxicab Insurance Agency Llc,117,2106.41,3.91,2099.50
2026-01-20,Prcard,Top Cab,1,5.50,0.00,5.50
2026-01-20,Prepaid,Blue Ribbon Taxi Association,6,24.75,0.00,21.75
2026-01-20,Unknown,3556 - 36214 RC Andrews Cab,7,169.50,0.00,169.50
2026-01-20,Unknown,5167 - 71969 5167 Taxi Inc,1,16.50,0.00,16.50
2026-01-20,Unknown,Chicago City Taxi Association,5,113.75,0.00,113.75
2026-01-20,Unknown,Choice Taxi Association Inc,7,188.25,0.00,182.25
2026-01-20,Unknown,Taxicab Insurance Agency  LLC,1,8.75,0.00,8.75
2026-01-20,Unknown,Transit Administrative Center Inc,352,8424.00,0.00,8345.00
2026-01-21,Cash,312 Medallion Management Corp,1,6.75,0.00,6.75
2026-01-21,Cash,5 Star Taxi,115,1949.35,0.00,1757.75
2026-01-21,Cash,5167 - 71969 5167 Taxi Inc,2,52.75,0.00,48.75
2026-01-21,Cash,Blue Ribbon Taxi Association,123,1724.00,0.00,1592.25
2026-01-21,Cash,Chicago City Taxi Association,62,725.00,0.00,612.50
2026-01-21,Cash,Chicago Independents,187,3790.80,0.00,3474.85
2026-01-21,Cash,Chicago Taxicab,5,61.75,0.00,57.75
2026-01-21,Cash,Choice Taxi Association Inc,72,712.75,0.00,672.00
2026-01-21,Cash,City Service,310,4560.75,0.00,4172.00
2026-01-21,Cash,Flash Cab,1315,37073.15,31.10,36657.60
2026-01-21,Cash,Globe Taxi,96,1473.25,0.00,1303.25
2026-01-21,Cash,Koam Taxi Association,4,32.75,0.00,30.25
2026-01-21,Cash,Medallion Leasin,81,1115.76,0.00,1024.76
2026-01-21,Cash,Patriot Taxi Dba Peace Taxi Associat,5,35.75,0.00,35.75
2026-01-21,Cash,Setare Inc,7,54.00,0.00,54.00
2026-01-21,Cash,Star North Taxi Management Llc,1,8.00,0.00,8.00
2026-01-21,Cash,Sun Taxi,243,3736.75,0.00,3218.25
2026-01-21,Cash,Tac - American United Dispatch,14,5533.00,0.00,5533.00
2026-01-21,Cash,Tac - Blue Diamond Dispatch,4,63.25,0.00,63.25
2026-01-21,Cash,Tac - Checker Cab Dispatch,30,386.51,0.00,386.51
2026-01-21,Cash,Tac - Yellow Cab Association,228,4708.64,0.00,4708.64
2026-01-21,Cash,Tac - Yellow Non Color,9,177.00,0.00,177.00
2026-01-21,Cash,Taxicab Insurance Agency  LLC,62,971.50,0.00,938.00
2026-01-21,Cash,Taxicab Insurance Agency Llc,431,6446.75,0.00,5843.25
2026-01-21,Cash,Top Cab,23,513.15,0.00,441.25
2026-01-21,Cash,Transit Administrative Center Inc,735,10510.54,0.00,9750.41
2026-01-21,Cash,U Taxicab,9,72.50,0.00,63.50
2026-01-21,Cash,Wolley Taxi,25,328.75,0.00,280.75
2026-01-21,Credit Card,2733 - 74600 Benny Jona,3,89.43,19.43,63.50
2026-01-21,Credit Card,312 Medallion Management Corp,6,191.10,37.60,141.50
2026-01-21,Credit Card,3556 - 36214 RC Andrews Cab,1,43.00,10.00,33.00
2026-01-21,Credit Card,5 Star Taxi,258,12246.36,1821.66,8946.24
2026-01-21,Credit Card,5167 - 71969 5167 Taxi Inc,1,10.00,4.00,6.00
2026-01-21,Credit Card,Blue Ribbon Taxi Association,144,3493.24,616.49,2548.50
2026-01-21,Credit Card,Chicago City Taxi Association,61,1696.26,276.51,1175.25
2026-01-21,Credit Card,Chicago Independents,396,14484.14,2329.34,10277.09
2026-01-21,Credit Card,Chicago Taxicab,14,410.59,59.34,316.75
2026-01-21,Credit Card,Choice Taxi Association Inc,158,4673.15,814.36,3316.54
2026-01-21,Credit Card,City Service,476,15306.74,2604.29,10635.00
2026-01-21,Credit Card,Flash Cab,534,15632.48,2540.48,11519.50
2026-01-21,Credit Card,Globe Taxi,174,6143.39,994.88,4298.25
2026-01-21,Credit Card,Koam Taxi Association,6,103.00,19.00,76.00
2026-01-21,Credit Card,Medallion Leasin,118,3296.53,540.53,2209.25
2026-01-21,Credit Card,Patriot Taxi Dba Peace Taxi Associat,2,45.94,7.69,33.25
2026-01-21,Credit Card,Setare Inc,6,173.00,29.75,119.75
2026-01-21,Credit Card,Star North Taxi Management Llc,14,518.92,82.42,383.50
2026-01-21,Credit Card,Sun Taxi,591,22415.23,3832.39,15450.88
2026-01-21,Credit Card,Taxicab Insurance Agency  LLC,95,2716.15,474.15,2004.75
